TransactionID,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,TransactionDT,TransactionAmt,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,isFraud
2132,W,12839,321,150,visa,226,debit,264,87,<3027949.25,>=125.0,1,2,0,0,1,2,0,0,1,0,2,0,20,1,0
2133,H,9615,555,150,visa,226,debit,512,87,<3027949.25,<125.0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0
2134,W,9500,321,150,visa,226,debit,126,87,>=3027949.25,<125.0,2,1,0,0,0,1,0,0,4,0,1,1,365,1,0
2135,W,4153,549,150,visa,226,debit,299,87,<3027949.25,<125.0,1,1,0,0,1,2,0,0,2,0,1,0,5,1,0
2136,W,17188,321,150,visa,226,debit,299,87,>=3027949.25,<125.0,8,8,0,0,3,5,0,0,6,0,4,0,12,8,0
2137,H,15066,170,150,mastercard,102,credit,299,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2138,W,5033,269,150,mastercard,224,debit,441,87,>=3027949.25,<125.0,2,1,0,0,0,1,0,0,1,0,1,1,24,2,0
2139,W,7664,490,150,visa,226,debit,441,87,<3027949.25,<125.0,1,2,0,0,1,1,0,0,1,0,1,0,7,1,0
2140,W,7919,194,150,mastercard,202,debit,512,87,<3027949.25,<125.0,2,2,0,0,0,1,0,0,1,0,1,0,2,2,0
2141,W,8380,512,150,visa,226,credit,181,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,1,9,1,0
2142,W,13307,428,150,visa,166,debit,472,87,<3027949.25,<125.0,1,2,0,0,0,1,0,0,1,0,1,0,18,1,0
2143,W,6530,206,150,mastercard,126,debit,485,87,>=3027949.25,>=125.0,11,8,0,0,2,3,0,0,5,0,6,0,23,7,0
2144,W,9400,111,150,mastercard,224,debit,315,87,<3027949.25,<125.0,2,2,0,0,1,1,0,0,1,0,1,0,2,2,0
2145,W,2303,197,150,visa,226,debit,325,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2146,C,2801,296,185,visa,137,credit,NotFound,NotFound,>=3027949.25,>=125.0,2,2,0,1,0,1,1,1,0,1,2,2,1,1,0
2147,W,5700,122,150,mastercard,166,debit,325,87,>=3027949.25,<125.0,2,1,0,0,0,2,0,0,1,0,1,0,16,2,0
2148,H,8394,490,150,visa,226,debit,325,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2149,W,17710,554,150,mastercard,224,debit,448,87,<3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,23,1,0
2150,W,10313,258,150,visa,226,debit,469,87,>=3027949.25,>=125.0,2,1,0,0,0,1,0,0,1,0,1,0,4,2,0
2151,W,2616,NotFound,150,discover,102,credit,420,87,>=3027949.25,<125.0,12,13,0,0,4,10,0,0,6,0,5,0,39,10,0
2152,W,5700,122,150,mastercard,126,debit,433,87,>=3027949.25,>=125.0,2,1,0,0,1,2,0,0,2,0,1,0,2,2,0
2154,W,5986,533,150,mastercard,224,debit,343,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0
2155,W,7815,161,150,mastercard,117,debit,123,87,<3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,4,1,0
2156,H,7585,553,150,visa,226,credit,264,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2157,W,7919,194,150,mastercard,166,debit,220,87,>=3027949.25,<125.0,2,3,0,0,0,1,0,0,3,0,1,0,3,1,0
2158,W,11925,553,150,visa,226,debit,512,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2159,W,10104,390,150,mastercard,117,debit,251,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,4,1,0
2160,W,7207,111,150,visa,226,debit,204,87,>=3027949.25,<125.0,3,2,0,0,0,3,0,0,2,0,2,0,3,2,0
2161,W,16542,302,150,visa,226,debit,205,87,>=3027949.25,<125.0,5,6,0,0,0,4,0,0,5,0,3,1,29,4,0
2162,W,13481,445,150,mastercard,224,debit,330,87,>=3027949.25,<125.0,108,104,0,0,87,80,0,0,65,0,78,0,433,96,0
2163,W,7919,194,150,mastercard,202,debit,387,87,<3027949.25,>=125.0,3,3,0,0,0,2,0,0,3,0,2,0,1,1,0
2165,W,2884,490,150,visa,226,debit,204,87,>=3027949.25,>=125.0,2,2,0,0,1,2,0,0,1,0,2,0,4,2,0
2166,S,9112,250,150,visa,226,debit,441,87,>=3027949.25,<125.0,6,2,0,1,0,0,0,7,0,6,4,0,49,6,0
2167,W,8691,599,150,visa,166,debit,191,87,<3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2168,W,9500,321,150,visa,226,debit,204,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,0
2169,W,3166,559,150,visa,166,debit,325,87,>=3027949.25,<125.0,6,7,0,0,0,4,0,0,2,0,5,0,27,6,0
2170,W,5291,NotFound,NotFound,NotFound,NotFound,NotFound,272,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0
2171,W,17217,111,150,visa,226,debit,494,87,>=3027949.25,<125.0,131,110,0,0,86,91,0,0,77,0,83,0,415,111,0
2172,W,11157,215,150,visa,226,debit,204,87,>=3027949.25,<125.0,8,3,0,0,0,2,0,0,5,0,3,0,57,6,0
2173,C,3154,408,185,mastercard,224,debit,NotFound,NotFound,<3027949.25,<125.0,1,4,0,1,0,1,1,1,0,1,1,1,2,1,0
2174,W,18039,563,150,visa,226,debit,476,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2175,W,16101,180,150,mastercard,195,debit,231,87,>=3027949.25,>=125.0,1,1,0,0,0,2,0,0,1,0,1,0,2,1,0
2176,W,12932,361,150,visa,226,debit,330,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0
2177,H,17321,111,150,visa,226,debit,308,87,>=3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2178,W,5291,442,150,visa,226,debit,204,87,>=3027949.25,<125.0,1,2,0,0,1,1,0,0,1,0,1,0,3,1,0
2179,W,11815,206,150,mastercard,126,debit,315,87,>=3027949.25,<125.0,2,1,0,0,1,1,0,0,1,0,1,0,1,1,0
2180,W,2270,111,150,mastercard,195,debit,441,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2181,W,8058,174,150,visa,226,debit,330,87,>=3027949.25,>=125.0,6,6,0,0,0,2,0,0,4,0,4,2,92,4,0
2182,R,8320,476,150,visa,166,debit,433,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2183,R,16287,399,150,american express,146,credit,181,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2184,H,6019,583,150,visa,226,credit,494,87,<3027949.25,>=125.0,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0
2185,C,16167,224,106,mastercard,219,credit,NotFound,NotFound,>=3027949.25,<125.0,1,4,0,1,0,1,1,2,0,2,2,2,1,1,0
2186,W,16560,476,150,visa,166,debit,225,87,>=3027949.25,<125.0,4,4,0,0,1,2,0,0,2,0,1,0,6,3,0
2187,W,9680,111,150,visa,226,debit,436,87,>=3027949.25,<125.0,9,8,0,0,2,5,0,0,5,0,8,0,56,4,0
2188,W,11504,543,150,mastercard,117,debit,143,87,>=3027949.25,<125.0,2,2,0,0,1,1,0,0,2,0,1,0,15,2,0
2189,W,12839,321,150,visa,226,debit,264,87,>=3027949.25,<125.0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
2190,H,3821,111,150,mastercard,219,credit,436,87,<3027949.25,<125.0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0
2191,W,12501,490,150,visa,226,debit,204,87,<3027949.25,<125.0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0
2192,W,3821,111,150,mastercard,219,credit,264,87,>=3027949.25,>=125.0,1,1,0,0,2,1,0,0,1,0,1,0,2,1,0
2193,W,16560,476,150,visa,126,debit,299,87,>=3027949.25,<125.0,297,255,0,0,115,209,0,0,198,0,218,0,573,228,0
2194,W,5254,414,143,visa,226,debit,272,87,>=3027949.25,>=125.0,3,2,0,0,0,1,0,0,1,0,1,0,10,3,0
2195,C,13927,569,117,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,2,3,0,1,0,1,1,2,0,2,2,2,3,2,0
2196,W,13078,555,150,visa,226,debit,485,87,<3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,0
2197,S,10925,543,150,mastercard,224,debit,330,87,>=3027949.25,<125.0,2,1,0,1,0,0,0,1,0,2,1,0,2,2,0
2198,H,7005,111,150,visa,226,debit,310,87,<3027949.25,<125.0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0
2199,S,3602,119,150,visa,195,credit,330,87,>=3027949.25,<125.0,4,4,0,10,0,1,0,9,0,20,2,0,104,4,0
2200,H,16659,170,150,visa,226,credit,299,87,<3027949.25,<125.0,3,2,0,1,0,2,0,1,0,1,1,0,1,1,0
2201,W,5606,318,150,visa,166,debit,476,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,5,1,0
2202,W,17570,555,150,visa,226,debit,181,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2203,W,7207,111,150,visa,226,debit,204,87,>=3027949.25,>=125.0,1,1,0,0,0,2,0,0,1,0,1,1,3,1,0
2204,W,17399,111,150,mastercard,224,debit,204,87,>=3027949.25,<125.0,10,2,0,0,0,3,0,0,5,0,4,0,15,6,0
2205,W,17635,565,150,visa,226,debit,123,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,7,1,0
2206,W,9992,455,150,mastercard,166,debit,327,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
2207,H,6019,583,150,visa,226,credit,181,87,>=3027949.25,<125.0,1,1,0,2,0,1,0,1,0,1,1,0,2,1,0
2208,W,6530,206,150,mastercard,126,debit,325,87,<3027949.25,<125.0,2,2,0,0,0,2,0,0,1,0,1,0,2,1,0
2209,S,10616,583,150,visa,226,credit,337,87,>=3027949.25,<125.0,3,3,0,1,0,0,0,5,0,1,2,0,6,3,0
2210,C,16062,500,185,mastercard,137,credit,NotFound,NotFound,>=3027949.25,<125.0,2,6,0,2,0,2,2,4,0,3,2,2,3,2,0
2211,W,6007,390,150,mastercard,NotFound,debit,143,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2212,W,6236,194,150,mastercard,117,debit,387,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2213,W,7676,512,150,visa,226,debit,299,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2214,W,6062,159,150,mastercard,117,debit,325,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2215,W,18103,288,150,visa,226,debit,325,87,>=3027949.25,>=125.0,2,1,0,0,0,2,0,0,1,0,1,0,6,2,0
2216,W,18018,452,150,mastercard,117,debit,264,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2217,W,10509,194,150,mastercard,166,debit,337,87,>=3027949.25,>=125.0,3,4,0,0,0,3,0,0,2,0,2,0,10,3,0
2218,W,12695,490,150,visa,226,debit,325,87,>=3027949.25,<125.0,35,34,0,0,22,28,0,0,22,0,24,0,134,29,0
2219,R,2672,399,150,american express,137,credit,191,87,>=3027949.25,>=125.0,1,2,0,1,0,2,0,1,0,1,1,0,1,1,0
2220,W,12538,543,150,mastercard,224,debit,269,87,>=3027949.25,<125.0,2,5,0,0,0,1,0,0,3,0,2,1,22,2,0
2221,W,2263,174,150,visa,226,debit,330,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,5,1,0
2222,W,2772,512,150,visa,226,debit,143,87,>=3027949.25,<125.0,1,2,0,0,1,1,0,0,1,0,4,0,28,1,0
2224,C,16136,204,185,visa,138,debit,284,60,>=3027949.25,<125.0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0
2225,W,17188,321,150,visa,226,debit,225,87,<3027949.25,<125.0,1,2,0,0,0,1,0,0,1,0,1,0,5,1,0
2226,W,6697,111,150,visa,195,debit,299,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,6,1,0
2227,W,6021,321,150,visa,226,credit,126,87,<3027949.25,<125.0,2,3,0,0,0,5,0,0,1,0,2,0,2,1,0
2228,W,2772,512,150,visa,226,debit,143,87,<3027949.25,>=125.0,141,129,0,0,157,99,0,0,82,0,91,0,651,123,0
2229,W,9112,250,150,visa,226,debit,441,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2230,W,13108,215,150,visa,226,debit,191,87,>=3027949.25,<125.0,3,3,0,0,0,2,0,0,1,0,1,0,6,2,0
2231,R,7653,216,150,visa,226,credit,126,87,<3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2232,W,16075,514,150,mastercard,102,credit,315,87,>=3027949.25,>=125.0,1,2,0,0,1,1,0,0,1,0,2,0,10,1,0
2233,R,7164,399,150,american express,150,credit,264,87,<3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2234,R,7664,490,150,visa,226,debit,387,87,<3027949.25,>=125.0,54,74,0,41,0,40,0,37,0,26,40,0,43,34,0
2235,W,15066,170,150,mastercard,102,credit,325,87,>=3027949.25,<125.0,122,121,0,0,98,81,0,0,75,0,93,0,398,101,0
2236,W,9002,453,150,visa,226,debit,204,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2237,W,10104,390,150,mastercard,117,debit,251,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
2238,W,5273,555,150,visa,226,debit,315,87,>=3027949.25,<125.0,1,2,0,0,1,1,0,0,1,0,1,0,8,1,0
2239,W,15066,170,150,mastercard,102,credit,330,87,>=3027949.25,<125.0,2,1,0,0,0,2,0,0,2,0,1,0,5,2,0
2240,W,1893,514,150,mastercard,224,credit,204,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0
2241,C,5812,408,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
2242,W,15484,418,150,visa,226,debit,264,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2243,W,10854,593,150,visa,226,debit,444,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2244,W,12544,321,150,visa,226,debit,441,87,<3027949.25,<125.0,5,5,0,0,1,4,0,0,5,0,5,0,8,5,0
2245,W,2704,111,150,mastercard,117,debit,299,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,0
2246,W,9500,321,150,visa,226,debit,204,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
2247,W,11106,100,150,visa,226,credit,264,87,<3027949.25,<125.0,1,2,0,0,1,2,0,0,1,0,1,0,8,1,0
2248,W,6832,134,150,visa,226,credit,231,87,>=3027949.25,<125.0,4,2,0,0,2,2,0,0,2,0,3,0,4,4,0
2249,C,11201,103,185,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
2250,W,11339,555,150,visa,226,debit,203,87,>=3027949.25,>=125.0,1,3,0,0,0,5,0,0,3,0,3,1,10,1,0
2251,W,4141,404,150,mastercard,102,credit,251,87,<3027949.25,>=125.0,2,1,0,0,0,2,0,0,1,0,1,0,23,1,0
2252,W,9500,321,150,visa,226,debit,330,87,<3027949.25,<125.0,3,3,0,0,1,2,0,0,1,0,2,0,20,2,0
2253,C,13832,375,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,<125.0,2,5,0,1,0,1,1,1,0,5,3,3,4,1,0
2254,C,14543,500,185,mastercard,224,credit,NotFound,NotFound,>=3027949.25,<125.0,2,2,0,1,0,1,1,1,0,1,1,1,0,0,0
2255,W,12839,321,150,visa,226,debit,264,87,>=3027949.25,<125.0,6,5,0,0,2,4,0,0,4,0,4,0,9,5,0
2257,W,10171,555,150,visa,226,debit,469,87,<3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,2,1,0
2258,W,2542,321,150,visa,226,debit,205,87,<3027949.25,>=125.0,1,1,0,0,2,2,0,0,1,0,1,0,7,1,0
2259,R,10616,583,150,visa,226,credit,387,87,>=3027949.25,>=125.0,4,2,0,2,0,1,0,2,0,1,1,0,1,1,0
2260,W,10023,111,150,visa,226,debit,325,87,<3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2261,W,15485,555,150,visa,226,credit,315,87,<3027949.25,<125.0,4,2,0,0,3,2,0,0,2,0,2,0,19,4,0
2262,H,6019,583,150,visa,226,credit,123,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2263,C,10497,555,147,mastercard,134,credit,242,60,<3027949.25,<125.0,2,1,0,2,0,2,2,2,0,2,2,2,2,2,0
2264,R,16326,321,150,visa,226,credit,204,87,<3027949.25,<125.0,1,2,0,1,0,1,0,1,0,1,1,0,1,1,0
2265,C,16136,204,185,visa,138,debit,NotFound,NotFound,>=3027949.25,<125.0,4,2,0,1,0,1,1,1,0,1,1,1,0,0,0
2266,W,4115,568,150,visa,226,debit,330,87,>=3027949.25,<125.0,1,2,0,0,0,3,0,0,4,0,1,0,39,1,0
2267,W,18132,567,150,mastercard,117,debit,204,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2268,W,16630,242,150,visa,166,debit,143,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
2269,W,15592,494,150,mastercard,102,credit,264,87,>=3027949.25,<125.0,2,3,0,0,0,1,0,0,3,0,1,0,13,2,0
2270,W,11207,361,150,visa,226,debit,325,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,0
2271,W,9480,170,150,visa,226,debit,327,87,>=3027949.25,<125.0,2,1,0,0,1,1,0,0,2,0,2,0,1,1,0
2272,W,11922,555,150,visa,226,debit,433,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2273,W,6019,583,150,visa,226,credit,204,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,2,0,1,0,29,1,0
2274,W,1545,248,150,mastercard,NotFound,credit,204,87,<3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,0
2275,W,16132,111,150,visa,226,debit,299,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,2,0,1,0,2,1,0
2276,W,2803,100,150,visa,226,debit,272,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0
2277,R,15063,514,150,visa,226,credit,512,87,>=3027949.25,>=125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2278,W,17188,321,150,visa,226,debit,299,87,>=3027949.25,<125.0,10,5,0,0,0,1,0,0,1,0,3,0,11,9,0
2279,W,4571,584,150,mastercard,117,debit,325,87,<3027949.25,>=125.0,2,1,0,0,0,1,0,0,2,0,1,0,5,2,0
2280,W,13307,428,150,visa,166,debit,264,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2281,W,12544,321,150,visa,226,debit,441,87,<3027949.25,>=125.0,98,78,0,0,105,62,0,0,67,0,60,0,536,83,0
2282,W,10023,111,150,visa,226,debit,325,87,>=3027949.25,>=125.0,5,3,0,0,1,2,0,0,5,0,5,0,3,3,0
2283,W,4436,174,150,visa,226,debit,441,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,0
2284,W,15372,241,150,visa,226,debit,143,87,>=3027949.25,<125.0,101,88,0,0,71,60,0,0,53,0,58,0,361,82,0
2285,R,7585,553,150,visa,226,credit,337,87,>=3027949.25,>=125.0,12,19,0,10,0,10,0,7,0,6,11,0,8,8,0
2287,W,18018,452,150,mastercard,117,debit,310,87,>=3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
2288,W,7664,490,150,visa,226,debit,264,87,>=3027949.25,<125.0,3,4,0,0,2,1,0,0,1,0,2,0,8,3,0
2289,W,8406,264,150,visa,226,debit,272,87,>=3027949.25,>=125.0,1,2,0,0,0,1,0,0,1,0,1,0,14,1,0
2290,W,4702,111,150,mastercard,224,debit,476,87,>=3027949.25,<125.0,1,1,0,0,0,0,0,0,1,0,1,0,6,1,0
2291,W,17139,315,150,visa,195,debit,428,87,>=3027949.25,<125.0,3,1,0,0,1,1,0,0,1,0,2,0,12,2,0
2292,W,6800,575,150,visa,226,debit,251,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,8,1,0
2293,W,12695,490,150,visa,226,debit,325,87,>=3027949.25,>=125.0,2,7,0,0,0,2,0,0,2,0,1,0,28,2,0
2294,W,12260,236,150,visa,226,debit,204,87,>=3027949.25,>=125.0,86,76,0,0,114,67,0,0,60,0,59,0,502,82,0
2295,W,9513,555,150,visa,226,debit,264,87,>=3027949.25,<125.0,3,2,0,0,4,2,0,0,3,0,2,0,6,3,0
2296,H,10023,111,150,visa,226,debit,325,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2297,W,11207,361,150,visa,226,debit,231,87,<3027949.25,>=125.0,2,2,0,0,0,8,0,0,3,0,2,0,11,2,0
2298,R,7764,361,150,visa,141,credit,204,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2299,W,1284,490,150,visa,226,debit,264,87,<3027949.25,<125.0,2,1,0,0,0,1,0,0,1,0,1,0,4,2,0
2300,W,12321,490,150,visa,226,debit,184,87,>=3027949.25,>=125.0,1,2,0,0,0,1,0,0,1,0,1,0,3,1,0
2301,W,7349,275,150,mastercard,224,debit,264,87,>=3027949.25,<125.0,1,3,0,0,2,3,0,0,1,0,1,0,6,1,0
2302,W,17458,507,150,visa,226,debit,330,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,6,1,0
2303,W,5700,122,150,mastercard,166,debit,436,87,>=3027949.25,>=125.0,4,2,0,0,0,1,0,0,1,0,1,0,14,4,0
2304,W,2455,321,150,visa,226,credit,476,87,>=3027949.25,>=125.0,3,2,0,0,0,1,0,0,1,0,1,0,7,3,0
2305,W,9500,321,150,visa,226,debit,126,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2306,W,8213,225,150,mastercard,224,debit,330,87,>=3027949.25,<125.0,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0
2307,W,9500,321,150,visa,226,debit,204,87,<3027949.25,<125.0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0
2308,W,11207,361,150,visa,226,debit,325,87,>=3027949.25,<125.0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0
2309,W,12501,490,150,visa,226,debit,204,87,<3027949.25,>=125.0,2,1,0,0,0,1,0,0,2,0,1,0,53,2,0
2311,W,1444,490,150,visa,166,debit,123,87,>=3027949.25,<125.0,19,17,0,0,20,14,0,0,14,0,15,0,75,16,0
2312,W,5901,583,150,visa,226,credit,315,87,>=3027949.25,<125.0,3,3,0,0,1,2,0,0,2,0,1,0,14,2,0
2313,W,10112,360,150,visa,166,debit,181,87,>=3027949.25,<125.0,3,3,0,0,1,2,0,0,2,0,3,0,2,2,0
2314,W,9112,250,150,visa,226,debit,441,87,>=3027949.25,<125.0,2,1,0,0,1,1,0,0,2,0,2,0,37,2,0
2315,R,12459,275,150,mastercard,195,debit,264,87,<3027949.25,>=125.0,1,1,0,2,0,1,0,1,0,1,1,0,2,1,0
2316,W,6951,111,150,visa,226,debit,441,87,>=3027949.25,>=125.0,2,1,0,0,0,2,0,0,1,0,1,0,3,2,0
2317,W,8394,490,150,visa,226,debit,325,87,>=3027949.25,<125.0,4,3,0,0,2,1,0,0,1,0,1,0,8,4,0
2318,C,5365,177,185,mastercard,224,credit,NotFound,NotFound,<3027949.25,<125.0,1,2,0,1,0,1,1,1,0,0,1,1,1,1,0
2319,C,15176,177,185,mastercard,224,credit,NotFound,NotFound,>=3027949.25,<125.0,1,2,0,1,0,1,1,1,0,1,2,2,2,1,0
2320,W,12695,490,150,visa,226,debit,231,87,>=3027949.25,<125.0,2,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2321,W,3181,152,150,visa,226,debit,264,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
2322,C,3290,438,106,visa,226,debit,NotFound,NotFound,>=3027949.25,<125.0,1,3,0,1,0,1,1,2,0,1,1,1,2,1,0
2323,W,11027,154,150,visa,226,debit,325,87,>=3027949.25,<125.0,3,4,0,0,0,4,0,0,3,0,4,0,14,3,0
2324,W,7815,161,150,mastercard,117,debit,181,87,<3027949.25,<125.0,1,2,0,0,0,2,0,0,1,0,1,0,3,1,0
2325,W,16437,514,150,mastercard,224,debit,325,87,>=3027949.25,>=125.0,2,1,0,0,0,2,0,0,2,0,2,0,1,1,0
2326,C,2650,142,185,mastercard,224,debit,NotFound,NotFound,>=3027949.25,>=125.0,3,4,0,1,0,1,1,1,0,2,1,1,1,1,0
2327,W,3178,490,150,visa,226,debit,299,87,>=3027949.25,>=125.0,1,1,0,0,1,1,0,0,1,0,1,0,15,1,0
2328,W,15859,328,150,mastercard,NotFound,debit,225,87,>=3027949.25,<125.0,2,2,0,0,3,1,0,0,1,0,1,0,18,2,0
2329,W,10165,562,150,mastercard,127,credit,325,87,<3027949.25,<125.0,4,2,0,0,4,1,0,0,0,0,1,0,10,3,0
2330,W,10655,396,150,mastercard,219,debit,226,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0
2331,W,9400,111,150,mastercard,224,debit,315,87,>=3027949.25,<125.0,3,6,0,0,1,3,0,0,1,0,1,0,15,3,0
2332,H,15066,170,150,mastercard,102,credit,272,87,<3027949.25,<125.0,2,1,0,1,0,2,0,2,0,2,1,0,0,0,0
2333,W,9400,111,150,mastercard,224,debit,315,87,<3027949.25,<125.0,6,4,0,0,1,4,0,0,3,0,3,0,14,5,0
2334,R,15816,399,150,american express,150,credit,184,87,<3027949.25,<125.0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
2335,W,6525,111,150,visa,226,debit,337,87,>=3027949.25,>=125.0,1,1,0,0,0,1,0,0,1,0,1,0,3,1,0
2336,W,16874,358,150,visa,226,debit,310,87,>=3027949.25,<125.0,2,2,0,0,0,1,0,0,3,0,2,0,5,2,0
2337,C,11201,103,185,visa,226,debit,NotFound,NotFound,<3027949.25,<125.0,1,12,0,1,0,1,1,15,0,10,2,2,10,1,0
2338,R,2616,327,150,discover,102,credit,433,87,<3027949.25,<125.0,1,2,0,1,0,1,0,1,0,1,1,0,0,0,0
2339,C,16746,500,185,mastercard,102,credit,242,60,<3027949.25,<125.0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
2340,H,16659,170,150,visa,226,credit,420,87,<3027949.25,<125.0,1,1,0,0,0,1,0,1,0,1,1,0,2,1,0
